0.1259 (+/-0.000) for {'classifier__C': 0.001, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.7640 (+/-0.028) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.1, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.7643 (+/-0.030) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.1, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.7643 (+/-0.030) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.1, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.7643 (+/-0.030) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.1, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1664 (+/-0.007) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 10.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 100.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.4502 (+/-0.016) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.4502 (+/-0.016) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.4502 (+/-0.016) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.4505 (+/-0.015) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.4505 (+/-0.015) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.4505 (+/-0.015) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.4500 (+/-0.015) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.4500 (+/-0.015) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.4500 (+/-0.015) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.5192 (+/-0.029) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.5192 (+/-0.029) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.5192 (+/-0.029) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.5201 (+/-0.029) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.5201 (+/-0.029) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.5201 (+/-0.029) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.5200 (+/-0.028) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.5200 (+/-0.028) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.5200 (+/-0.028) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.7090 (+/-0.019) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.7090 (+/-0.019) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.7090 (+/-0.019) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.7085 (+/-0.019) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.7085 (+/-0.019) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.7085 (+/-0.019) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.7083 (+/-0.020) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.7083 (+/-0.020) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.7083 (+/-0.020) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.8045 (+/-0.032) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.8045 (+/-0.032) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.8045 (+/-0.032) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.8050 (+/-0.030) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.8050 (+/-0.030) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.8050 (+/-0.030) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.8047 (+/-0.031) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.8047 (+/-0.031) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.8047 (+/-0.031) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.01, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.7488 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.7488 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.7488 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.7498 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.7498 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.7498 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.7490 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.7490 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.7490 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1664 (+/-0.007) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 10.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 100.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.1259 (+/-0.000) for {'classifier__C': 100.0, 'classifier__class_weight': None, 'classifier__gamma': 1000.0, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.5179 (+/-0.034) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.5179 (+/-0.034) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.5179 (+/-0.034) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.5178 (+/-0.035) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.5178 (+/-0.035) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.5178 (+/-0.035) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.5180 (+/-0.034) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.5180 (+/-0.034) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.5180 (+/-0.034) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 1e-05, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.5533 (+/-0.039) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.5533 (+/-0.039) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.5533 (+/-0.039) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.5529 (+/-0.036) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.5529 (+/-0.036) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.5529 (+/-0.036) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.5528 (+/-0.037) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.5528 (+/-0.037) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.5528 (+/-0.037) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.0001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.7279 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.7279 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.7279 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.7287 (+/-0.022) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.7287 (+/-0.022) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.7287 (+/-0.022) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
0.7286 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 2}
0.7286 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 5}
0.7286 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.001, 'imputer__n_neighbors': 10, 'replacer__n_neighbors': 10}
0.8078 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.01, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 2}
0.8078 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.01, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 5}
0.8078 (+/-0.023) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.01, 'imputer__n_neighbors': 2, 'replacer__n_neighbors': 10}
0.8083 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.01, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 2}
0.8083 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.01, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 5}
0.8083 (+/-0.025) for {'classifier__C': 100.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.01, 'imputer__n_neighbors': 5, 'replacer__n_neighbors': 10}
